LGA,Climate,Crop,pH,N,P,K,Temp,Rainfall,Salinity
Pankshin,Highland,Maize,4.5,149.5,69.41,75.52,15.0,653.4,0.3
Pankshin,Highland,Wheat,6.52,87.8,26.96,53.05,11.25,566.29,0.6
Pankshin,Highland,Wheat,8.07,140.75,31.17,40.31,11.25,673.22,0.6
Pankshin,Highland,Wheat,6.88,97.76,26.25,36.22,16.47,812.5,1.89
Pankshin,Highland,Wheat,9.47,113.63,39.49,42.17,15.2,630.39,1.67
Pankshin,Highland,Wheat,7.33,75.0,33.16,18.75,16.54,719.81,2.66
Pankshin,Highland,Wheat,5.84,78.99,35.54,20.12,11.25,674.31,1.37
Pankshin,Highland,Wheat,7.02,123.45,32.24,34.67,14.64,642.19,1.44
Pankshin,Highland,Wheat,5.23,129.82,35.2,45.11,16.13,534.55,0.6
Pankshin,Highland,Wheat,7.8,108.6,30.06,38.94,15.25,725.35,1.33
Pankshin,Highland,Wheat,4.64,127.84,32.44,18.75,11.25,752.91,2.39
Pankshin,Highland,Wheat,4.5,120.62,27.78,36.89,14.88,561.17,1.98
Pankshin,Highland,Wheat,6.04,129.55,34.73,23.08,12.04,663.25,2.73
Pankshin,Highland,Wheat,6.15,96.01,30.94,45.39,16.03,653.76,1.14
Pankshin,Highland,Wheat,7.22,75.0,39.99,33.1,15.03,812.5,0.76
Pankshin,Highland,Wheat,9.53,129.33,31.68,45.21,12.06,457.81,0.6
Pankshin,Highland,Wheat,8.09,80.49,26.25,34.65,16.17,654.5,1.94
Pankshin,Highland,Wheat,8.17,124.42,28.17,27.86,16.74,682.09,0.66
Pankshin,Highland,Wheat,8.34,115.41,32.88,30.09,17.78,465.23,2.88
Pankshin,Highland,Wheat,4.6,75.0,30.54,28.06,13.55,588.1,0.73
Pankshin,Highland,Wheat,7.2,106.35,34.24,36.98,13.29,740.26,0.6
Pankshin,Highland,Wheat,4.5,75.0,27.06,41.52,11.25,648.65,1.1
Pankshin,Highland,Wheat,6.99,75.0,44.35,36.28,11.25,665.09,2.72
Pankshin,Highland,Wheat,5.35,75.0,28.38,35.33,16.56,812.5,2.09
Pankshin,Highland,Wheat,5.23,76.54,26.25,47.16,16.26,797.03,1.9
Pankshin,Highland,Wheat,6.11,102.03,26.25,44.98,12.68,792.69,1.94
Pankshin,Highland,Wheat,9.07,120.01,31.41,33.15,13.38,619.85,2.29
Pankshin,Highland,Wheat,5.28,109.62,26.25,41.25,13.17,708.7,0.76
Pankshin,Highland,Wheat,6.54,126.21,29.8,58.33,13.1,583.8,2.49
Pankshin,Highland,Wheat,6.41,95.72,31.31,33.42,13.59,569.23,2.6
Pankshin,Highland,Wheat,6.66,91.38,27.33,40.99,18.75,630.29,0.66
Pankshin,Highland,Wheat,9.05,111.72,28.45,36.86,11.25,644.71,2.08
Pankshin,Highland,Wheat,8.25,97.33,30.16,53.88,14.61,733.85,1.78
Pankshin,Highland,Wheat,6.07,81.06,35.26,18.75,12.56,487.38,2.34
Pankshin,Highland,Wheat,8.41,86.65,45.23,55.91,15.07,812.5,0.85
Pankshin,Highland,Wheat,6.52,121.27,26.25,18.75,11.78,627.08,1.82
Pankshin,Highland,Wheat,6.45,75.0,31.82,54.39,12.58,812.5,2.17
Pankshin,Highland,Wheat,5.62,88.88,27.24,33.11,11.25,562.22,0.93
Pankshin,Highland,Wheat,9.02,114.39,26.25,29.41,15.73,605.95,0.9
Pankshin,Highland,Wheat,6.2,121.76,26.25,19.95,11.81,521.32,0.69
Pankshin,Highland,Wheat,7.87,137.98,30.65,38.94,12.55,407.45,1.54
Pankshin,Highland,Wheat,7.18,88.13,26.25,18.75,14.99,659.55,2.46
Pankshin,Highland,Wheat,5.91,99.37,29.17,27.78,16.94,794.31,0.6
Pankshin,Highland,Wheat,6.31,146.39,30.96,37.52,15.49,726.44,1.75
Pankshin,Highland,Wheat,7.08,108.05,36.95,31.92,14.5,812.5,1.7
Pankshin,Highland,Wheat,6.76,126.16,30.39,25.02,15.21,555.74,3.01
Pankshin,Highland,Wheat,7.11,80.42,26.77,46.9,11.33,812.5,0.6
Pankshin,Highland,Wheat,7.91,93.58,26.25,43.66,13.18,812.5,0.6
Pankshin,Highland,Wheat,7.49,99.75,30.8,43.31,11.25,677.27,2.36
Pankshin,Highland,Wheat,7.37,97.02,26.25,43.22,19.95,727.14,2.43
Pankshin,Highland,Wheat,7.91,96.31,29.6,48.49,11.25,725.96,2.51
Pankshin,Highland,Pineapple,5.28,281.1,37.61,165.76,20.36,1030.47,0.38
Pankshin,Highland,Pineapple,3.4,218.36,66.71,199.66,16.5,1161.37,0.08
Pankshin,Highland,Pineapple,6.37,300.69,45.25,99.46,19.32,1060.12,0.08
Pankshin,Highland,Pineapple,4.66,268.77,36.48,254.31,18.57,525.0,0.14
Pankshin,Highland,Pineapple,5.69,283.12,39.31,145.55,20.93,1250.0,0.54
Pankshin,Highland,Pineapple,4.77,331.79,44.2,82.5,17.75,1047.69,0.08
Pankshin,Highland,Pineapple,5.91,215.83,57.79,174.04,17.16,1109.99,0.89
Pankshin,Highland,Pineapple,3.86,214.89,49.92,206.97,26.52,1105.91,1.25
Pankshin,Highland,Pineapple,5.36,263.48,37.44,129.84,21.34,848.06,0.08
Pankshin,Highland,Pineapple,4.57,291.86,44.91,168.33,19.21,1008.27,0.99
Pankshin,Highland,Pineapple,6.95,262.75,34.12,275.0,23.48,690.85,0.08
Pankshin,Highland,Pineapple,3.69,227.55,54.58,219.54,21.8,925.42,1.24
Pankshin,Highland,Pineapple,5.38,244.21,38.15,275.0,22.69,768.96,0.08
Pankshin,Highland,Pineapple,3.4,243.81,33.75,88.52,23.51,1105.92,0.93
Pankshin,Highland,Pineapple,3.64,206.72,36.74,268.36,21.15,1250.0,0.63
Pankshin,Highland,Pineapple,5.21,271.27,33.75,82.5,21.61,952.52,1.09
Pankshin,Highland,Pineapple,3.74,263.02,52.17,185.27,23.58,839.33,0.7
Pankshin,Highland,Pineapple,5.98,295.51,38.11,87.33,19.53,763.96,0.21
Pankshin,Highland,Pineapple,4.95,210.45,44.16,87.79,20.83,863.34,0.37
Pankshin,Highland,Pineapple,5.79,230.64,35.0,121.39,23.4,1173.36,0.23
Pankshin,Highland,Pineapple,5.16,177.97,41.95,82.5,19.85,1138.54,0.08
Pankshin,Highland,Pineapple,4.29,211.03,33.75,218.57,21.65,1250.0,0.08
Pankshin,Highland,Pineapple,3.38,286.32,39.86,133.42,24.47,979.71,0.73
Pankshin,Highland,Pineapple,4.62,218.07,39.81,206.25,21.12,1031.89,0.08
Pankshin,Highland,Pineapple,3.38,172.5,39.65,82.5,24.96,946.26,0.49
Pankshin,Highland,Pineapple,4.08,201.86,62.15,275.0,21.98,594.44,0.26
Pankshin,Highland,Pineapple,5.7,238.43,33.75,275.0,19.04,715.3,0.4
Pankshin,Highland,Pineapple,6.7,268.78,33.75,82.5,16.5,898.97,0.25
Pankshin,Highland,Pineapple,5.93,219.7,55.41,205.24,19.29,1018.46,0.88
Pankshin,Highland,Pineapple,4.23,239.03,41.35,140.4,22.88,1104.19,0.55
Pankshin,Highland,Pineapple,5.75,224.75,47.92,82.5,26.81,1186.3,0.75
Pankshin,Highland,Pineapple,5.81,264.53,33.75,82.7,18.34,960.21,0.31
Pankshin,Highland,Pineapple,6.27,208.23,56.03,110.76,20.02,1106.7,0.59
Pankshin,Highland,Pineapple,3.89,291.34,45.1,82.5,19.02,878.32,0.08
Pankshin,Highland,Pineapple,6.89,232.42,49.43,176.54,22.65,1242.78,0.65
Pankshin,Highland,Pineapple,7.35,276.53,45.6,183.9,16.5,870.35,0.36
Pankshin,Highland,Pineapple,5.84,246.72,47.96,82.5,17.29,742.95,0.96
Pankshin,Highland,Pineapple,3.87,215.48,45.29,82.5,18.95,1068.44,0.26
Pankshin,Highland,Pineapple,7.28,178.21,40.04,135.27,20.98,735.32,0.21
Pankshin,Highland,Pineapple,6.25,236.74,33.75,275.0,21.12,1057.34,0.68
Pankshin,Highland,Pineapple,5.25,215.43,46.39,118.47,21.87,921.26,0.77
Pankshin,Highland,Pineapple,4.02,277.19,51.22,148.0,22.71,1023.31,0.65
Pankshin,Highland,Pineapple,6.03,249.82,37.12,124.38,20.5,1097.55,0.63
Pankshin,Highland,Pineapple,6.5,293.07,41.54,275.0,20.76,863.57,0.53
Pankshin,Highland,Pineapple,5.89,217.4,42.22,134.68,21.33,1089.28,0.32
Pankshin,Highland,Pineapple,6.0,190.9,54.44,134.27,19.89,1020.06,0.57
Pankshin,Highland,Pineapple,5.21,211.37,38.48,169.41,22.15,805.98,0.19
Pankshin,Highland,Pineapple,5.64,244.36,45.77,82.5,20.31,1099.32,0.2
Pankshin,Highland,Pineapple,5.9,198.27,33.75,190.07,20.87,891.22,0.71
Pankshin,Highland,Pineapple,4.98,221.86,35.43,102.31,22.09,895.38,0.81
Pankshin,Highland,Onion,4.58,84.31,28.26,58.96,11.25,356.54,1.21
Pankshin,Highland,Onion,6.48,67.98,22.87,78.15,12.8,510.79,0.72
Pankshin,Highland,Onion,6.21,93.97,18.75,33.75,11.25,629.68,0.76
Pankshin,Highland,Onion,5.38,65.1,20.29,72.23,16.81,687.5,0.3
Pankshin,Highland,Onion,5.23,76.52,35.57,34.78,11.25,590.14,1.71
Pankshin,Highland,Onion,5.81,64.8,18.75,56.76,14.17,687.5,0.44
Pankshin,Highland,Onion,6.74,45.0,25.12,100.0,19.71,687.5,1.02
Pankshin,Highland,Onion,6.21,69.42,29.5,68.75,12.43,462.41,0.5
Pankshin,Highland,Onion,6.97,90.29,56.25,69.49,12.21,494.19,0.73
Pankshin,Highland,Onion,7.23,79.88,18.75,59.65,11.25,619.05,0.44
Pankshin,Highland,Onion,5.97,45.0,32.89,85.47,12.49,531.12,0.56
Pankshin,Highland,Onion,6.21,45.0,18.75,88.74,11.25,608.75,0.96
Pankshin,Highland,Onion,7.32,57.25,19.74,44.31,15.53,467.46,0.3
Pankshin,Highland,Onion,5.9,45.0,18.75,62.55,13.93,614.06,0.89
Pankshin,Highland,Onion,5.62,45.0,18.75,76.39,16.65,664.76,1.25
Pankshin,Highland,Onion,6.98,72.25,45.08,66.8,20.31,476.99,0.47
Pankshin,Highland,Onion,6.22,61.89,20.32,71.82,14.2,479.23,0.6
Pankshin,Highland,Onion,7.06,70.17,18.75,91.63,15.76,624.49,1.3
Pankshin,Highland,Onion,6.92,45.0,18.75,100.0,12.47,594.13,1.67
Pankshin,Highland,Onion,6.07,54.36,34.86,65.15,15.94,540.63,0.54
Pankshin,Highland,Onion,6.14,90.64,20.62,69.56,11.69,687.5,0.98
Pankshin,Highland,Onion,6.54,84.39,18.75,85.17,11.25,478.39,0.39
Pankshin,Highland,Onion,5.22,50.43,23.46,38.57,11.25,554.79,0.77
Pankshin,Highland,Onion,6.18,45.0,19.47,47.21,14.75,484.87,0.79
Pankshin,Highland,Onion,5.56,45.0,30.56,76.43,13.36,553.22,0.58
Pankshin,Highland,Onion,6.99,58.03,18.75,80.53,12.25,568.25,0.3
Pankshin,Highland,Onion,6.73,81.81,18.75,33.75,15.34,687.5,1.28
Pankshin,Highland,Onion,6.21,45.0,18.75,75.44,17.18,476.44,0.68
Pankshin,Highland,Onion,6.36,105.09,24.83,40.79,11.25,443.8,1.48
Pankshin,Highland,Onion,6.64,54.7,18.75,43.41,15.5,591.05,0.99
Pankshin,Highland,Onion,5.53,66.9,18.75,60.85,12.27,674.76,0.99
Pankshin,Highland,Onion,6.25,94.99,19.72,33.75,17.57,579.4,0.64
Pankshin,Highland,Onion,5.95,74.69,33.55,45.16,16.14,579.21,0.38
Pankshin,Highland,Onion,6.34,50.01,38.52,47.57,18.88,565.32,0.3
Pankshin,Highland,Onion,5.04,57.9,39.61,85.92,14.98,464.09,0.59
Pankshin,Highland,Onion,6.46,88.15,30.7,80.57,16.37,659.43,0.3
Pankshin,Highland,Onion,5.81,45.0,18.75,60.92,11.25,440.0,0.76
Pankshin,Highland,Onion,5.38,51.42,31.51,35.8,16.81,456.04,0.95
Pankshin,Highland,Onion,5.68,73.35,20.53,70.32,12.92,614.81,1.26
Pankshin,Highland,Onion,6.41,51.57,21.34,35.01,15.09,622.61,1.63
Pankshin,Highland,Onion,7.11,45.0,26.54,58.1,18.04,467.35,1.27
Pankshin,Highland,Onion,5.75,60.3,18.75,33.75,11.87,519.99,1.56
Pankshin,Highland,Onion,5.69,48.63,18.75,84.38,13.16,510.56,0.63
Pankshin,Highland,Onion,5.18,45.0,18.75,73.38,11.25,613.09,0.99
Pankshin,Highland,Onion,5.26,55.37,37.63,38.97,12.9,687.5,0.98
Pankshin,Highland,Onion,6.18,51.63,28.41,74.78,11.25,289.63,0.3
Pankshin,Highland,Onion,6.24,64.53,18.75,56.63,14.29,450.95,0.53
Pankshin,Highland,Onion,5.9,73.61,24.15,37.5,17.27,390.64,0.3
Pankshin,Highland,Onion,6.19,56.93,24.91,36.7,17.09,687.5,0.8
Pankshin,Highland,Onion,6.52,45.0,19.0,46.61,12.01,473.37,0.52
Jos North,Highland,Irish-potato,3.32,79.46,30.0,180.56,13.16,658.05,1.05
Jos North,Highland,Irish-potato,3.83,105.95,58.62,92.12,7.5,479.13,1.04
Jos North,Highland,Irish-potato,3.73,80.23,30.0,129.18,8.33,340.45,0.3
Jos North,Highland,Irish-potato,4.28,135.59,41.05,90.0,9.44,724.86,0.31
Jos North,Highland,Irish-potato,3.61,99.39,30.0,164.27,13.27,399.21,1.47
Jos North,Highland,Irish-potato,4.4,60.0,46.55,90.0,15.64,609.99,0.46
Jos North,Highland,Irish-potato,4.43,114.07,30.0,134.19,12.12,300.0,0.8
Jos North,Highland,Irish-potato,5.04,109.37,45.08,218.52,11.55,583.44,0.22
Jos North,Highland,Irish-potato,3.0,109.56,30.0,90.0,11.44,567.08,0.37
Jos North,Highland,Irish-potato,4.54,60.0,55.76,157.47,16.05,488.07,0.72
Jos North,Highland,Irish-potato,3.0,64.37,30.0,148.35,7.84,508.59,0.49
Jos North,Highland,Irish-potato,4.1,60.0,67.21,140.77,17.5,404.56,0.29
Jos North,Highland,Irish-potato,4.5,147.17,67.24,111.92,9.15,584.19,1.12
Jos North,Highland,Irish-potato,4.54,104.68,59.25,188.77,15.44,708.86,1.24
Jos North,Highland,Irish-potato,3.52,150.0,58.44,130.75,15.88,539.2,0.78
Jos North,Highland,Irish-potato,4.97,126.69,31.84,185.55,10.45,727.92,0.53
Jos North,Highland,Irish-potato,3.03,70.72,54.73,123.23,16.25,387.67,0.9
Jos North,Highland,Irish-potato,4.46,87.87,30.0,150.2,8.47,488.69,0.46
Jos North,Highland,Irish-potato,4.2,132.48,30.0,129.8,10.73,598.51,0.25
Jos North,Highland,Irish-potato,5.32,87.49,42.22,186.01,12.18,377.89,0.31
Jos North,Highland,Irish-potato,4.39,60.0,30.0,135.59,19.04,664.94,0.62
Jos North,Highland,Irish-potato,5.86,117.09,52.64,117.81,7.57,645.79,1.49
Jos North,Highland,Irish-potato,5.71,119.53,30.0,90.0,9.12,638.1,0.29
Jos North,Highland,Irish-potato,5.3,60.0,37.64,98.92,15.47,694.96,0.22
Jos North,Highland,Irish-potato,5.18,60.0,30.0,92.7,7.5,580.3,0.49
Jos North,Highland,Irish-potato,4.17,115.37,30.0,90.0,9.21,386.43,0.22
Jos North,Highland,Irish-potato,4.97,60.0,33.94,189.44,15.75,480.65,1.7
Jos North,Highland,Irish-potato,3.65,88.51,30.0,161.91,21.8,750.0,0.98
Jos North,Highland,Irish-potato,4.01,90.63,59.42,178.52,12.29,624.83,1.09
Jos North,Highland,Irish-potato,5.54,60.0,43.86,169.52,10.14,750.0,0.38
Jos North,Highland,Irish-potato,5.55,83.62,44.43,151.63,17.82,729.67,0.29
Jos North,Highland,Irish-potato,4.28,86.84,40.21,90.0,11.72,750.0,1.23
Jos North,Highland,Irish-potato,3.23,60.0,30.0,90.0,7.58,661.46,0.51
Jos North,Highland,Irish-potato,3.11,137.46,32.5,111.96,15.56,671.9,0.51
Jos North,Highland,Irish-potato,4.1,116.45,32.31,127.18,7.88,750.0,1.35
Jos North,Highland,Irish-potato,4.67,79.5,56.26,170.07,10.45,750.0,0.31
Jos North,Highland,Irish-potato,3.46,94.21,58.86,144.56,7.9,529.45,1.16
Jos North,Highland,Irish-potato,4.71,95.85,37.61,195.86,15.55,354.79,1.03
Jos North,Highland,Irish-potato,4.91,150.0,38.68,198.77,13.64,405.07,1.07
Jos North,Highland,Irish-potato,5.15,73.76,44.95,225.0,10.31,727.08,0.22
Jos North,Highland,Irish-potato,4.04,124.88,44.38,128.6,17.96,438.68,0.46
Jos North,Highland,Irish-potato,4.89,66.01,48.8,195.59,11.6,480.08,0.37
Jos North,Highland,Irish-potato,3.0,131.72,44.52,129.91,7.5,750.0,0.31
Jos North,Highland,Irish-potato,4.95,96.11,30.0,205.77,15.78,733.71,0.7
Jos North,Highland,Irish-potato,3.53,126.92,75.0,145.27,12.47,407.18,0.22
Jos North,Highland,Irish-potato,4.21,148.37,63.4,135.74,13.51,386.79,0.59
Jos North,Highland,Irish-potato,4.07,98.42,35.08,123.81,15.49,750.0,0.45
Jos North,Highland,Irish-potato,5.64,60.0,38.27,90.0,10.91,725.25,1.12
Jos North,Highland,Irish-potato,3.87,112.54,61.41,196.28,12.91,496.89,0.22
Jos North,Highland,Irish-potato,3.82,95.4,30.0,174.77,12.8,632.03,0.22
Jos North,Highland,Tomato,5.85,108.12,134.26,129.59,17.66,644.65,0.38
Jos North,Highland,Tomato,8.04,178.33,54.86,161.62,27.29,750.0,0.48
Jos North,Highland,Tomato,6.31,81.08,135.05,192.56,20.9,491.02,0.38
Jos North,Highland,Tomato,6.34,177.38,63.2,143.59,19.75,750.0,0.38
Jos North,Highland,Tomato,5.53,145.92,102.18,175.93,22.99,661.63,0.75
Jos North,Highland,Tomato,6.86,143.8,49.9,258.23,19.91,750.0,0.77
Jos North,Highland,Tomato,6.1,133.14,91.74,260.31,20.41,596.74,1.44
Jos North,Highland,Tomato,6.31,187.5,85.04,246.78,22.11,361.08,0.38
Jos North,Highland,Tomato,5.31,77.79,67.01,125.34,13.96,628.16,2.08
Jos North,Highland,Tomato,4.24,86.07,63.4,182.32,13.5,518.52,0.38
Jos North,Highland,Tomato,6.18,133.92,73.38,171.58,15.59,606.01,0.38
Jos North,Highland,Tomato,7.6,77.84,60.16,229.58,16.87,678.32,1.94
Jos North,Highland,Tomato,6.78,86.47,48.75,180.45,20.31,740.58,0.38
Jos North,Highland,Tomato,5.25,114.2,70.28,258.79,18.07,617.84,1.37
Jos North,Highland,Tomato,7.65,120.48,110.44,274.25,18.05,534.31,2.27
Jos North,Highland,Tomato,7.11,121.87,94.45,140.53,23.04,390.21,1.48
Jos North,Highland,Tomato,4.98,75.0,48.75,167.0,21.41,438.01,0.38
Jos North,Highland,Tomato,5.24,145.05,101.87,195.68,22.53,680.14,0.44
Jos North,Highland,Tomato,6.86,84.07,90.16,134.89,19.08,742.02,0.88
Jos North,Highland,Tomato,5.8,128.1,94.8,288.51,21.17,541.43,0.59
Jos North,Highland,Tomato,4.77,85.38,48.75,167.68,13.5,611.31,0.38
Jos North,Highland,Tomato,4.56,75.0,68.22,120.0,21.39,629.71,0.58
Jos North,Highland,Tomato,7.49,121.8,87.52,221.17,16.38,540.41,0.76
Jos North,Highland,Tomato,4.26,173.56,81.61,179.82,27.04,471.62,1.81
Jos North,Highland,Tomato,6.75,154.08,72.78,191.77,17.09,716.12,1.01
Jos North,Highland,Tomato,5.17,106.57,77.0,173.7,24.4,694.2,1.3
Jos North,Highland,Tomato,6.08,97.41,95.66,120.0,19.21,505.35,0.38
Jos North,Highland,Tomato,5.28,119.06,76.77,225.95,17.79,588.14,0.38
Jos North,Highland,Tomato,4.35,129.88,93.94,177.04,22.32,435.91,1.01
Jos North,Highland,Tomato,4.83,94.37,57.31,185.41,20.3,642.31,0.53
Jos North,Highland,Tomato,6.54,170.69,74.25,193.58,15.99,554.32,1.61
Jos North,Highland,Tomato,7.27,115.65,90.26,232.02,16.67,447.8,1.22
Jos North,Highland,Tomato,6.85,143.36,67.57,260.07,19.66,466.25,0.38
Jos North,Highland,Tomato,5.47,128.06,69.83,281.97,20.15,486.58,0.38
Jos North,Highland,Tomato,6.09,150.34,126.31,179.75,25.55,441.62,0.49
Jos North,Highland,Tomato,4.64,144.6,48.75,207.87,13.5,750.0,0.47
Jos North,Highland,Tomato,6.25,75.0,48.75,153.17,21.98,676.82,1.49
Jos North,Highland,Tomato,4.07,136.29,62.69,151.55,16.3,586.43,1.2
Jos North,Highland,Tomato,7.11,136.7,94.01,274.03,21.35,575.08,1.14
Jos North,Highland,Tomato,7.79,96.14,66.08,256.67,17.31,689.08,1.64
Jos North,Highland,Tomato,4.36,109.6,109.01,183.28,13.5,540.56,1.29
Jos North,Highland,Tomato,7.29,122.99,90.09,171.99,22.2,750.0,1.27
Jos North,Highland,Tomato,5.68,134.17,102.39,190.46,21.78,643.16,1.73
Jos North,Highland,Tomato,6.62,106.98,114.26,210.58,17.93,442.19,0.9
Jos North,Highland,Tomato,7.93,75.0,48.75,224.89,19.47,678.37,0.38
Jos North,Highland,Tomato,3.75,97.25,118.34,168.15,16.69,300.0,0.38
Jos North,Highland,Tomato,7.1,113.95,103.41,154.08,13.5,569.59,0.38
Jos North,Highland,Tomato,4.85,97.98,73.85,166.29,14.68,750.0,1.06
Jos North,Highland,Tomato,6.0,119.57,94.86,213.93,14.26,421.41,0.38
Jos North,Highland,Tomato,7.88,108.53,92.93,198.58,22.24,592.48,0.38
Jos North,Highland,Groundnut,5.7,9.46,11.25,18.75,17.8,661.69,0.16
Jos North,Highland,Groundnut,6.39,16.5,13.85,18.75,16.5,718.92,0.15
Jos North,Highland,Groundnut,6.22,13.44,38.45,18.75,18.46,690.07,0.15
Jos North,Highland,Groundnut,5.43,19.16,11.25,18.75,17.98,826.57,0.15
Jos North,Highland,Groundnut,5.49,7.5,16.69,29.47,24.83,609.35,0.15
Jos North,Highland,Groundnut,7.57,17.33,13.71,18.75,20.39,545.38,0.15
Jos North,Highland,Groundnut,5.74,10.16,18.41,18.75,17.53,679.15,0.16
Jos North,Highland,Groundnut,5.19,15.06,11.25,19.31,21.23,698.2,0.39
Jos North,Highland,Groundnut,5.54,13.34,12.37,31.16,24.85,854.17,0.15
Jos North,Highland,Groundnut,7.08,12.06,27.46,27.57,23.61,573.17,0.67
Jos North,Highland,Groundnut,6.52,7.5,11.25,18.75,17.01,799.45,0.15
Jos North,Highland,Groundnut,5.53,23.07,11.25,27.42,25.94,790.23,0.39
Jos North,Highland,Groundnut,6.29,14.65,14.11,27.75,21.09,683.04,0.99
Jos North,Highland,Groundnut,6.03,11.62,23.67,26.0,23.03,554.27,0.39
Jos North,Highland,Groundnut,6.46,18.17,28.18,32.22,18.49,583.91,0.45
Jos North,Highland,Groundnut,6.99,10.34,11.25,18.75,23.27,686.84,0.18
Jos North,Highland,Groundnut,6.85,11.0,17.4,29.54,29.67,648.2,0.15
Jos North,Highland,Groundnut,5.73,14.3,11.25,18.75,21.0,875.0,0.75
Jos North,Highland,Groundnut,5.4,20.77,11.25,23.07,19.08,654.74,0.15
Jos North,Highland,Groundnut,7.31,10.69,20.68,18.75,17.05,648.23,0.52
Jos North,Highland,Groundnut,6.24,17.21,19.2,21.73,23.87,711.69,0.67
Jos North,Highland,Groundnut,6.64,16.84,27.85,33.57,24.9,875.0,0.15
Jos North,Highland,Groundnut,6.81,7.5,31.21,22.16,25.28,875.0,0.62
Jos North,Highland,Groundnut,6.07,7.5,25.21,19.17,24.32,640.94,0.15
Jos North,Highland,Groundnut,6.17,14.44,19.17,18.75,28.3,683.83,0.15
Jos North,Highland,Groundnut,6.87,11.45,14.9,20.0,21.35,875.0,0.5
Jos North,Highland,Groundnut,6.47,9.97,42.62,29.04,25.46,732.42,0.68
Jos North,Highland,Groundnut,6.55,9.34,22.78,40.02,22.71,848.04,0.75
Jos North,Highland,Groundnut,6.65,21.19,11.25,18.75,28.05,624.54,0.37
Jos North,Highland,Groundnut,7.36,12.68,42.05,18.75,24.16,706.78,0.86
Jos North,Highland,Groundnut,6.16,7.5,11.25,18.75,19.73,619.73,0.73
Jos North,Highland,Groundnut,7.15,13.8,11.25,18.75,16.5,744.25,0.15
Jos North,Highland,Groundnut,7.19,7.5,11.25,20.83,23.63,875.0,0.15
Jos North,Highland,Groundnut,6.13,7.5,28.92,18.75,21.64,679.92,0.38
Jos North,Highland,Groundnut,6.22,7.5,18.63,18.75,24.85,706.69,0.15
Jos North,Highland,Groundnut,7.75,21.21,50.0,18.75,19.08,794.0,0.72
Jos North,Highland,Groundnut,6.43,7.5,11.25,25.37,19.69,540.91,0.24
Jos North,Highland,Groundnut,4.5,7.98,11.25,24.39,23.92,744.02,0.65
Jos North,Highland,Groundnut,6.21,7.5,18.03,18.75,17.25,767.48,0.15
Jos North,Highland,Groundnut,6.72,7.5,13.15,18.75,25.98,769.27,0.15
Jos North,Highland,Groundnut,6.22,19.28,39.18,18.75,26.61,844.48,0.4
Jos North,Highland,Groundnut,6.26,8.29,11.25,24.64,21.4,750.69,0.5
Jos North,Highland,Groundnut,7.81,18.51,25.37,18.75,23.37,875.0,0.19
Jos North,Highland,Groundnut,7.62,14.69,21.69,18.75,27.26,603.19,0.15
Jos North,Highland,Groundnut,5.2,16.75,25.97,21.76,24.59,775.29,0.21
Jos North,Highland,Groundnut,5.85,7.5,14.8,18.75,22.57,681.3,0.19
Jos North,Highland,Groundnut,6.94,7.5,11.25,19.7,19.41,714.17,0.15
Jos North,Highland,Groundnut,6.56,7.5,11.25,27.06,21.84,561.65,0.15
Jos North,Highland,Groundnut,6.09,7.5,13.19,19.46,18.79,775.76,0.15
Jos North,Highland,Groundnut,7.06,10.23,11.25,26.39,22.12,788.57,0.15
Jos North,Highland,Pepper,6.52,110.25,27.94,64.35,26.57,450.0,2.06
Jos North,Highland,Pepper,6.68,137.74,18.75,41.25,16.56,1265.74,0.93
Jos North,Highland,Pepper,6.57,75.0,28.04,95.42,27.12,549.68,0.69
Jos North,Highland,Pepper,5.77,105.86,40.64,125.0,13.65,1186.01,1.14
Jos North,Highland,Pepper,6.34,186.1,32.84,41.25,13.5,620.58,0.45
Jos North,Highland,Pepper,5.94,122.72,18.75,41.25,13.5,450.0,1.63
Jos North,Highland,Pepper,5.83,92.5,18.75,41.25,22.69,1205.3,0.76
Jos North,Highland,Pepper,5.83,75.0,18.75,81.25,15.96,1562.5,1.78
Jos North,Highland,Pepper,5.67,120.64,59.83,88.91,19.87,1095.39,1.04
Jos North,Highland,Pepper,6.05,87.65,21.52,41.25,23.31,974.78,1.48
Jos North,Highland,Pepper,4.95,189.74,46.33,41.25,16.84,874.39,0.45
Jos North,Highland,Pepper,5.84,154.36,20.54,41.25,23.56,724.91,0.45
Jos North,Highland,Pepper,7.54,147.75,18.75,41.25,24.57,1365.02,0.58
Jos North,Highland,Pepper,4.96,147.3,36.06,56.88,13.71,1034.38,1.26
Jos North,Highland,Pepper,5.64,142.24,32.66,96.74,17.29,593.16,0.89
Jos North,Highland,Pepper,7.54,75.0,18.75,63.83,17.51,946.02,0.76
Jos North,Highland,Pepper,6.94,129.77,39.35,41.25,16.72,715.96,0.45
Jos North,Highland,Pepper,6.15,127.4,20.57,63.36,20.04,1409.02,1.38
Jos North,Highland,Pepper,6.35,212.5,18.75,41.25,25.66,1562.5,0.49
Jos North,Highland,Pepper,7.27,109.67,35.92,83.48,16.19,1562.5,2.31
Jos North,Highland,Pepper,5.17,139.74,40.74,41.25,19.64,450.0,1.4
Jos North,Highland,Pepper,6.14,116.2,18.75,50.96,22.23,1009.47,1.77
Jos North,Highland,Pepper,7.05,175.95,19.54,74.41,14.43,547.42,1.76
