LGA,Climate,Crop,N,P,K,pH,Temp,Rainfall,Salinity
Kanke,Lowland,Maize,203.07,73.95,91.11,7.64,35.0,375.0,1.04
Kanke,Lowland,Wheat,148.2,35.15,62.24,7.63,24.52,418.9,1.59
Kanke,Lowland,Wheat,90.26,33.44,36.58,6.05,23.19,572.87,1.53
Kanke,Lowland,Wheat,135.43,40.02,61.46,6.06,18.21,455.47,3.02
Kanke,Lowland,Wheat,113.44,32.36,21.22,6.42,18.17,714.81,1.1
Kanke,Lowland,Wheat,166.84,48.97,50.61,7.19,17.65,502.63,2.41
Kanke,Lowland,Wheat,164.12,47.29,46.71,7.46,24.22,351.09,2.56
Kanke,Lowland,Wheat,113.2,37.69,40.86,7.43,20.4,467.09,1.8
Kanke,Lowland,Wheat,118.42,34.92,37.96,8.89,20.69,337.5,1.07
Kanke,Lowland,Wheat,122.36,36.75,47.03,6.38,19.04,546.74,1.91
Kanke,Lowland,Wheat,121.5,46.24,45.26,7.78,25.0,337.5,3.12
Kanke,Lowland,Wheat,131.27,41.02,59.75,9.9,22.62,337.5,2.63
Kanke,Lowland,Wheat,113.58,42.15,36.38,7.97,23.52,368.4,3.02
Kanke,Lowland,Wheat,144.08,37.02,52.49,7.78,19.61,381.53,1.92
Kanke,Lowland,Wheat,187.5,45.64,48.59,5.09,18.95,493.82,2.7
Kanke,Lowland,Wheat,93.85,30.97,34.41,7.1,21.34,720.44,0.6
Kanke,Lowland,Wheat,142.4,41.38,62.5,7.07,17.57,578.6,1.67
Kanke,Lowland,Wheat,103.73,39.24,46.21,6.45,17.38,583.64,1.02
Kanke,Lowland,Wheat,114.07,38.4,37.71,8.9,16.51,601.19,0.85
Kanke,Lowland,Wheat,179.44,47.14,62.5,8.74,22.85,337.5,1.99
Kanke,Lowland,Wheat,129.89,37.8,40.06,5.92,21.4,486.87,1.6
Kanke,Lowland,Wheat,187.5,44.2,62.5,8.21,25.0,337.5,3.12
Kanke,Lowland,Wheat,187.5,41.4,31.23,7.37,23.58,468.81,2.95
Kanke,Lowland,Wheat,177.75,44.23,62.5,7.17,19.11,337.5,3.12
Kanke,Lowland,Wheat,164.58,39.64,62.5,7.35,19.65,337.5,3.12
Kanke,Lowland,Wheat,133.02,38.06,62.5,6.68,22.47,377.46,3.12
Kanke,Lowland,Wheat,104.95,36.49,38.0,6.76,19.99,675.08,1.6
Kanke,Lowland,Wheat,129.45,39.78,62.5,7.43,22.76,337.5,2.55
Kanke,Lowland,Wheat,112.37,29.87,47.34,8.35,22.46,418.92,2.47
Kanke,Lowland,Wheat,142.88,41.07,50.81,8.61,21.68,407.87,2.29
Kanke,Lowland,Wheat,143.83,38.76,59.87,7.76,16.55,433.42,1.11
Kanke,Lowland,Wheat,111.66,36.25,46.46,6.3,22.28,673.43,1.91
Kanke,Lowland,Wheat,131.28,31.85,48.58,6.18,19.35,592.74,2.21
Kanke,Lowland,Wheat,160.19,55.19,45.65,9.27,22.64,374.06,1.71
Kanke,Lowland,Wheat,148.64,30.01,18.75,5.1,18.92,609.77,2.12
Kanke,Lowland,Wheat,113.85,45.57,57.82,7.71,23.18,417.15,2.24
Kanke,Lowland,Wheat,178.17,36.33,58.36,6.16,22.25,413.33,3.12
Kanke,Lowland,Wheat,151.7,43.18,62.5,8.03,25.0,337.5,2.29
Kanke,Lowland,Wheat,106.96,39.06,54.44,6.63,17.65,670.07,0.61
Kanke,Lowland,Wheat,113.08,45.3,62.5,8.35,23.51,385.0,1.25
Kanke,Lowland,Wheat,93.73,34.36,38.82,8.75,22.13,552.71,0.61
Kanke,Lowland,Wheat,141.28,47.59,62.5,7.56,19.31,486.07,2.22
Kanke,Lowland,Wheat,140.81,43.47,55.75,6.63,18.6,356.61,2.17
Kanke,Lowland,Wheat,94.15,35.75,40.29,7.29,20.18,394.28,2.53
Kanke,Lowland,Wheat,130.18,39.27,34.0,5.96,20.2,474.65,2.88
Kanke,Lowland,Wheat,110.77,41.39,44.65,8.81,20.01,441.14,2.09
Kanke,Lowland,Wheat,151.91,37.33,62.5,4.5,22.82,479.49,3.12
Kanke,Lowland,Wheat,133.49,36.85,62.5,4.91,20.64,558.83,2.13
Kanke,Lowland,Wheat,133.14,36.29,48.43,6.8,24.77,515.97,2.88
Kanke,Lowland,Wheat,131.15,37.53,62.5,7.3,14.65,505.17,2.17
Kanke,Lowland,Wheat,133.65,34.4,50.81,6.28,23.97,559.4,3.07
Kanke,Lowland,Pineapple,232.1,49.16,137.1,5.47,27.79,735.37,1.01
Kanke,Lowland,Pineapple,364.36,60.77,224.94,5.17,32.49,525.0,1.25
Kanke,Lowland,Pineapple,234.12,57.72,85.47,4.62,28.06,898.09,0.69
Kanke,Lowland,Pineapple,241.6,37.0,165.01,8.12,30.35,644.37,0.35
Kanke,Lowland,Pineapple,232.31,51.78,126.8,4.09,26.82,798.4,1.25
Kanke,Lowland,Pineapple,226.25,69.28,82.5,5.32,30.59,650.81,0.76
Kanke,Lowland,Pineapple,319.76,57.48,205.25,4.43,29.97,843.0,1.25
Kanke,Lowland,Pineapple,314.3,54.58,241.59,6.44,22.41,532.17,1.25
Kanke,Lowland,Pineapple,239.71,56.34,162.33,6.42,26.81,750.54,0.18
Kanke,Lowland,Pineapple,253.14,51.17,122.7,5.92,29.32,626.53,1.25
Kanke,Lowland,Pineapple,220.21,33.75,146.77,6.74,24.12,991.83,0.08
Kanke,Lowland,Pineapple,322.6,52.99,220.16,7.07,27.15,525.0,1.25
Kanke,Lowland,Pineapple,254.54,33.75,190.87,7.03,25.7,755.96,0.44
Kanke,Lowland,Pineapple,233.72,66.25,228.27,6.36,25.68,525.0,1.25
Kanke,Lowland,Pineapple,283.4,42.57,270.66,5.04,27.68,525.0,1.25
Kanke,Lowland,Pineapple,196.29,68.4,166.35,6.15,26.55,725.49,1.25
Kanke,Lowland,Pineapple,296.0,54.6,168.92,7.64,25.63,525.0,1.06
Kanke,Lowland,Pineapple,219.12,59.16,105.55,6.5,28.28,840.42,0.53
Kanke,Lowland,Pineapple,289.57,70.5,239.57,6.57,27.18,697.48,0.81
Kanke,Lowland,Pineapple,246.43,59.1,208.2,4.67,24.23,820.92,0.85
Kanke,Lowland,Pineapple,298.4,75.25,275.0,4.76,27.66,733.88,0.81
Kanke,Lowland,Pineapple,240.24,45.75,268.1,4.7,26.85,596.69,1.16
Kanke,Lowland,Pineapple,251.04,58.74,152.66,7.2,25.08,525.0,1.21
Kanke,Lowland,Pineapple,277.53,50.26,237.56,5.72,27.23,645.44,0.51
Kanke,Lowland,Pineapple,317.3,80.02,275.0,7.4,24.06,525.0,0.99
Kanke,Lowland,Pineapple,355.79,47.01,245.82,8.12,26.89,567.66,0.6
Kanke,Lowland,Pineapple,200.55,33.75,214.74,6.87,29.06,804.53,0.76
Kanke,Lowland,Pineapple,200.23,60.73,145.75,5.02,31.15,952.94,0.77
Kanke,Lowland,Pineapple,311.22,51.42,201.84,5.13,28.07,844.96,1.25
Kanke,Lowland,Pineapple,272.97,60.24,209.48,5.83,25.73,583.2,1.21
Kanke,Lowland,Pineapple,286.41,69.49,203.89,5.02,20.84,816.69,1.02
Kanke,Lowland,Pineapple,197.21,59.61,168.33,5.38,29.33,817.61,0.88
Kanke,Lowland,Pineapple,314.83,67.15,213.43,4.5,26.94,898.92,1.11
Kanke,Lowland,Pineapple,257.05,75.72,131.44,6.83,29.81,525.0,0.76
Kanke,Lowland,Pineapple,279.25,51.32,176.52,3.72,24.22,987.54,1.13
Kanke,Lowland,Pineapple,241.44,44.25,108.77,4.78,31.83,1050.34,0.85
Kanke,Lowland,Pineapple,274.19,67.8,169.89,6.54,30.19,827.13,1.11
Kanke,Lowland,Pineapple,298.3,76.94,244.79,5.77,29.46,533.53,1.16
Kanke,Lowland,Pineapple,277.02,59.66,261.85,6.09,25.66,1055.09,0.3
Kanke,Lowland,Pineapple,232.58,33.75,197.46,4.93,26.47,888.78,1.16
Kanke,Lowland,Pineapple,291.44,64.99,226.0,6.25,26.01,742.89,1.06
Kanke,Lowland,Pineapple,283.04,58.53,145.05,6.4,26.19,546.23,1.21
Kanke,Lowland,Pineapple,240.55,56.92,174.25,4.75,26.96,854.81,1.14
Kanke,Lowland,Pineapple,229.4,33.75,99.82,5.85,26.97,918.52,0.83
Kanke,Lowland,Pineapple,273.58,59.76,219.14,4.89,26.1,839.26,0.91
Kanke,Lowland,Pineapple,321.93,65.1,244.63,5.1,27.24,859.78,1.05
Kanke,Lowland,Pineapple,271.98,55.21,241.12,6.87,25.96,735.7,0.57
Kanke,Lowland,Pineapple,269.44,81.24,177.95,4.86,27.14,796.81,0.84
Kanke,Lowland,Pineapple,237.4,48.38,264.89,5.99,26.74,841.64,0.99
Kanke,Lowland,Pineapple,258.45,64.85,231.34,6.57,26.06,699.03,1.07
Kanke,Lowland,Onion,81.49,37.32,71.13,8.61,25.0,262.5,1.65
Kanke,Lowland,Onion,77.66,23.72,74.8,6.93,22.05,377.83,1.23
Kanke,Lowland,Onion,45.0,46.36,73.86,6.52,24.76,323.4,1.72
Kanke,Lowland,Onion,86.6,31.58,87.2,6.09,19.67,262.5,2.25
Kanke,Lowland,Onion,86.64,48.71,61.49,7.53,25.0,262.5,2.25
Kanke,Lowland,Onion,66.92,36.72,100.0,6.36,21.46,262.5,1.92
Kanke,Lowland,Onion,100.23,18.75,85.73,6.06,14.89,430.93,1.85
Kanke,Lowland,Onion,83.1,29.39,67.58,7.17,22.8,325.0,1.06
Kanke,Lowland,Onion,84.11,22.52,33.75,6.74,22.19,472.63,1.0
Kanke,Lowland,Onion,47.35,26.4,78.31,5.93,23.35,524.59,1.3
Kanke,Lowland,Onion,125.0,33.98,97.27,7.03,22.65,281.45,1.45
Kanke,Lowland,Onion,93.07,24.81,100.0,6.55,25.0,325.85,2.12
Kanke,Lowland,Onion,74.41,39.26,77.46,6.6,17.97,543.2,0.34
Kanke,Lowland,Onion,96.62,39.59,100.0,6.9,21.41,265.62,1.76
Kanke,Lowland,Onion,124.05,40.21,100.0,7.06,18.99,262.5,2.08
Kanke,Lowland,Onion,86.64,27.18,41.74,6.99,14.25,475.84,0.38
Kanke,Lowland,Onion,82.51,29.16,83.12,7.19,21.01,327.62,1.07
Kanke,Lowland,Onion,57.29,18.75,91.56,6.49,18.37,491.44,1.53
Kanke,Lowland,Onion,91.49,18.75,100.0,6.7,21.52,465.59,1.87
Kanke,Lowland,Onion,101.58,35.41,71.34,7.06,19.49,298.74,1.19
Kanke,Lowland,Onion,57.78,24.0,65.52,6.05,23.69,309.4,2.25
Kanke,Lowland,Onion,59.75,18.75,69.81,6.82,24.73,388.15,1.12
Kanke,Lowland,Onion,100.36,52.39,92.15,7.34,25.0,262.5,1.85
Kanke,Lowland,Onion,105.21,48.02,100.0,7.27,20.14,321.04,1.1
Kanke,Lowland,Onion,124.88,37.39,95.62,7.18,22.49,262.5,1.61
Kanke,Lowland,Onion,78.73,22.59,82.86,6.26,21.71,478.16,1.08
Kanke,Lowland,Onion,47.61,41.88,78.55,6.03,19.05,426.45,2.0
Kanke,Lowland,Onion,91.35,31.34,100.0,7.34,17.99,326.58,0.95
Kanke,Lowland,Onion,45.0,34.07,48.65,7.48,24.01,352.84,1.35
Kanke,Lowland,Onion,58.01,41.73,100.0,6.72,18.83,410.67,1.33
Kanke,Lowland,Onion,76.52,35.86,93.47,6.82,23.75,262.5,2.21
Kanke,Lowland,Onion,48.64,40.92,61.27,6.91,17.88,331.35,1.12
Kanke,Lowland,Onion,81.58,40.95,60.25,6.91,19.57,274.18,1.22
Kanke,Lowland,Onion,104.51,44.11,66.95,6.69,16.19,351.18,0.69
Kanke,Lowland,Onion,112.82,28.77,71.95,7.87,22.07,262.5,1.42
Kanke,Lowland,Onion,66.55,18.75,53.35,6.08,18.88,372.36,1.06
Kanke,Lowland,Onion,98.67,41.55,100.0,7.48,25.0,262.5,1.35
Kanke,Lowland,Onion,104.37,53.15,80.69,7.92,19.52,262.5,1.2
Kanke,Lowland,Onion,76.89,29.47,79.65,7.11,23.08,262.5,2.06
Kanke,Lowland,Onion,87.41,48.92,85.2,6.92,19.56,364.81,1.79
Kanke,Lowland,Onion,98.26,37.6,82.23,7.16,15.79,503.92,0.76
Kanke,Lowland,Onion,77.62,56.25,92.84,7.53,23.62,262.5,1.78
Kanke,Lowland,Onion,89.27,27.64,100.0,7.3,22.65,262.5,1.47
Kanke,Lowland,Onion,114.92,40.09,100.0,7.07,25.0,262.5,2.25
Kanke,Lowland,Onion,107.2,51.51,72.09,6.19,23.36,262.5,2.25
Kanke,Lowland,Onion,98.8,30.65,80.35,7.65,25.0,320.61,0.65
Kanke,Lowland,Onion,65.44,35.2,99.63,7.27,20.81,332.14,0.9
Kanke,Lowland,Onion,74.58,44.73,72.01,7.57,18.56,264.71,0.33
Kanke,Lowland,Onion,87.52,47.87,79.3,6.29,18.01,321.88,1.82
Kanke,Lowland,Onion,119.46,51.51,100.0,6.95,22.05,390.15,0.98
Riyom,Highland,Irish-potato,90.3,30.83,193.03,5.05,12.47,346.87,1.23
Riyom,Highland,Irish-potato,124.68,60.48,122.43,5.16,19.49,455.04,1.01
Riyom,Highland,Irish-potato,90.38,45.05,182.41,5.66,16.49,434.89,0.25
Riyom,Highland,Irish-potato,75.11,52.18,90.0,3.98,14.85,548.11,0.77
Riyom,Highland,Irish-potato,82.58,32.05,157.29,6.02,12.13,407.91,0.84
Riyom,Highland,Irish-potato,150.0,75.0,225.0,4.6,7.61,590.49,0.25
Riyom,Highland,Irish-potato,71.32,35.63,121.62,6.59,12.29,582.74,0.22
Riyom,Highland,Irish-potato,97.22,30.0,110.47,4.16,11.97,717.01,0.25
Riyom,Highland,Irish-potato,80.58,72.07,149.92,5.36,14.57,300.0,0.72
Riyom,Highland,Irish-potato,150.0,49.14,210.35,5.09,7.62,616.36,0.24
Riyom,Highland,Irish-potato,88.95,42.43,224.78,5.45,17.95,300.0,0.94
Riyom,Highland,Irish-potato,150.0,57.86,196.72,5.57,7.5,520.68,0.22
Riyom,Highland,Irish-potato,110.48,47.12,90.0,4.62,14.87,595.09,0.92
Riyom,Highland,Irish-potato,125.43,30.0,114.75,4.4,8.69,608.35,1.02
Riyom,Highland,Irish-potato,91.16,38.63,90.0,5.46,10.07,378.34,0.61
Riyom,Highland,Irish-potato,65.19,30.0,95.16,3.72,13.2,699.49,0.77
Riyom,Highland,Irish-potato,147.36,60.06,187.2,6.3,9.59,300.0,0.49
Riyom,Highland,Irish-potato,69.39,32.26,165.81,4.78,15.52,592.1,0.46
Riyom,Highland,Irish-potato,60.0,30.0,122.06,4.53,14.13,530.22,0.5
Riyom,Highland,Irish-potato,100.25,30.0,139.09,4.87,10.83,750.0,0.22
Riyom,Highland,Irish-potato,109.29,47.61,225.0,4.58,7.5,584.94,0.42
Riyom,Highland,Irish-potato,91.43,40.09,90.0,3.75,14.45,750.0,0.97
Riyom,Highland,Irish-potato,60.0,50.2,95.63,3.57,13.23,750.0,0.22
Riyom,Highland,Irish-potato,111.86,56.14,202.68,3.72,7.5,750.0,0.22
Riyom,Highland,Irish-potato,68.9,50.71,225.0,3.93,17.36,750.0,0.57
Riyom,Highland,Irish-potato,64.88,53.96,124.58,5.28,15.21,526.55,0.22
Riyom,Highland,Irish-potato,119.57,32.09,224.3,5.17,7.5,711.48,0.69
Riyom,Highland,Irish-potato,77.5,32.41,176.65,4.19,7.5,416.25,1.22
Riyom,Highland,Irish-potato,137.88,37.64,142.22,4.81,12.26,494.94,1.04
Riyom,Highland,Irish-potato,123.93,36.67,196.5,3.0,11.99,750.0,0.75
Riyom,Highland,Irish-potato,101.74,35.04,139.39,3.63,7.5,750.0,0.22
Riyom,Highland,Irish-potato,101.52,56.95,155.29,3.88,12.3,553.7,1.41
Riyom,Highland,Irish-potato,119.73,75.0,225.0,4.7,17.21,333.59,1.09
Riyom,Highland,Irish-potato,73.4,44.71,105.5,5.06,10.7,300.0,0.83
Riyom,Highland,Irish-potato,76.4,39.47,121.42,4.01,16.54,510.85,1.65
Riyom,Highland,Irish-potato,132.32,38.06,150.49,3.51,13.04,639.59,0.87
Riyom,Highland,Irish-potato,138.15,49.17,145.02,5.3,17.13,375.88,1.2
Riyom,Highland,Irish-potato,94.5,30.0,139.11,5.6,8.53,647.74,0.22
Riyom,Highland,Irish-potato,63.25,30.0,90.0,5.26,10.51,683.3,0.31
Riyom,Highland,Irish-potato,117.63,30.0,160.13,3.45,12.77,744.27,0.5
Riyom,Highland,Irish-potato,91.62,41.4,102.31,5.56,7.5,496.88,0.22
Riyom,Highland,Irish-potato,127.28,30.0,171.67,4.68,11.73,689.91,0.22
Riyom,Highland,Irish-potato,104.1,47.73,117.16,4.55,20.52,300.0,1.61
Riyom,Highland,Irish-potato,60.0,30.0,152.63,3.95,8.1,697.86,0.67
Riyom,Highland,Irish-potato,150.0,48.77,90.0,5.43,12.87,387.95,0.22
Riyom,Highland,Irish-potato,107.81,40.2,90.0,5.54,11.25,531.54,0.22
Riyom,Highland,Irish-potato,90.82,44.45,145.55,3.51,9.16,507.89,1.11
Riyom,Highland,Irish-potato,103.3,61.34,184.71,3.56,11.04,750.0,0.79
Riyom,Highland,Irish-potato,131.25,30.0,111.91,5.14,12.1,462.34,0.31
Riyom,Highland,Irish-potato,82.59,30.0,160.56,4.47,12.28,452.17,0.25
Riyom,Highland,Tomato,153.1,137.5,185.92,5.18,18.67,607.92,0.4
Riyom,Highland,Tomato,75.0,48.75,120.0,3.78,13.5,750.0,0.38
Riyom,Highland,Tomato,183.89,124.65,220.38,6.32,14.93,660.05,0.38
Riyom,Highland,Tomato,75.0,61.32,120.0,3.98,17.38,641.15,1.0
Riyom,Highland,Tomato,124.3,90.09,145.13,5.69,14.63,566.91,0.77
Riyom,Highland,Tomato,103.14,48.75,155.82,4.08,16.47,699.54,1.19
Riyom,Highland,Tomato,144.69,55.62,161.5,5.99,16.5,626.79,1.03
Riyom,Highland,Tomato,94.14,48.75,120.0,7.66,15.77,633.19,0.38
Riyom,Highland,Tomato,122.1,112.02,265.35,5.93,22.77,557.35,1.88
Riyom,Highland,Tomato,137.71,92.15,263.92,6.78,25.86,448.04,0.82
Riyom,Highland,Tomato,104.6,74.63,168.96,5.27,21.04,634.56,0.42
Riyom,Highland,Tomato,133.84,59.25,243.61,4.48,17.71,750.0,1.44
Riyom,Highland,Tomato,110.12,69.37,245.24,4.09,15.44,702.88,0.66
Riyom,Highland,Tomato,143.71,54.0,207.39,6.09,19.49,544.56,1.43
Riyom,Highland,Tomato,160.28,59.15,157.0,5.82,16.88,750.0,1.0
Riyom,Highland,Tomato,112.17,98.4,169.5,7.32,13.5,731.09,0.38
Riyom,Highland,Tomato,107.52,74.19,292.39,7.44,16.44,523.79,0.38
Riyom,Highland,Tomato,131.92,84.71,148.98,5.58,15.37,538.58,0.79
Riyom,Highland,Tomato,129.34,112.85,230.55,4.15,16.16,713.81,0.99
Riyom,Highland,Tomato,159.6,51.01,170.21,6.4,16.08,597.5,0.41
Riyom,Highland,Tomato,94.09,63.53,281.11,5.84,24.99,500.24,1.17
Riyom,Highland,Tomato,131.73,129.27,298.91,6.24,16.28,485.61,0.8
Riyom,Highland,Tomato,128.3,63.8,167.33,5.37,18.76,750.0,0.38
Riyom,Highland,Tomato,102.69,72.14,124.79,8.41,13.5,433.09,0.76
Riyom,Highland,Tomato,95.72,56.81,132.96,4.42,19.2,688.11,1.2
Riyom,Highland,Tomato,128.59,91.35,218.38,5.78,13.5,537.9,1.24
Riyom,Highland,Tomato,118.12,130.66,216.7,6.3,17.11,632.85,0.38
Riyom,Highland,Tomato,136.18,67.71,197.71,5.88,19.77,546.43,0.38
Riyom,Highland,Tomato,134.14,96.44,184.23,8.17,16.49,451.6,0.38
Riyom,Highland,Tomato,126.14,81.12,248.15,5.97,17.59,505.52,0.94
Riyom,Highland,Tomato,89.54,52.08,120.0,5.99,20.76,663.83,1.02
Riyom,Highland,Tomato,138.09,65.1,177.38,6.38,18.69,748.0,0.38
Riyom,Highland,Tomato,116.94,48.75,149.04,6.18,16.81,699.5,0.38
Riyom,Highland,Tomato,141.3,48.75,184.22,6.59,17.61,563.58,0.38
Riyom,Highland,Tomato,137.46,99.37,122.66,7.29,13.5,623.25,0.38
Riyom,Highland,Tomato,96.17,48.75,180.24,4.42,24.95,476.24,2.01
Riyom,Highland,Tomato,107.99,82.33,280.37,5.29,14.24,653.04,1.16
Riyom,Highland,Tomato,101.98,84.93,191.14,6.83,22.66,421.0,1.45
Riyom,Highland,Tomato,142.49,48.75,144.97,5.63,14.6,727.98,0.5
Riyom,Highland,Tomato,135.03,48.75,211.33,4.25,17.31,750.0,1.28
Riyom,Highland,Tomato,158.01,111.16,208.07,6.76,27.55,457.31,1.55
Riyom,Highland,Tomato,116.43,83.27,167.32,4.03,13.5,748.72,1.09
Riyom,Highland,Tomato,134.16,88.66,160.9,5.96,15.48,584.54,1.3
Riyom,Highland,Tomato,157.98,94.18,186.97,6.71,17.9,685.53,0.38
Riyom,Highland,Tomato,110.8,48.75,300.0,3.99,14.81,750.0,0.39
Riyom,Highland,Tomato,173.13,132.08,233.0,8.75,22.46,356.9,0.38
Riyom,Highland,Tomato,127.1,102.29,177.5,5.01,22.6,731.74,0.38
Riyom,Highland,Tomato,130.68,96.82,235.89,4.43,22.71,507.64,2.13
Riyom,Highland,Tomato,141.53,79.44,182.43,6.56,22.36,619.38,0.38
Riyom,Highland,Tomato,130.6,77.96,181.45,4.76,13.5,750.0,0.38
Riyom,Highland,Groundnut,12.96,22.23,38.15,6.62,26.83,579.43,0.45
Riyom,Highland,Groundnut,7.5,11.25,22.44,5.94,29.04,713.62,0.44
Riyom,Highland,Groundnut,7.5,17.53,18.75,6.2,26.07,681.42,0.17
Riyom,Highland,Groundnut,7.5,11.25,29.54,6.04,27.68,525.98,0.81
Riyom,Highland,Groundnut,19.56,32.72,26.22,7.14,20.46,538.86,0.15
Riyom,Highland,Groundnut,7.5,11.25,19.51,6.22,21.84,875.0,0.15
Riyom,Highland,Groundnut,9.86,24.11,24.73,6.52,27.3,587.62,0.45
Riyom,Highland,Groundnut,12.34,12.93,28.84,6.88,24.79,478.64,0.68
Riyom,Highland,Groundnut,17.86,15.45,23.98,6.04,20.53,547.82,0.57
Riyom,Highland,Groundnut,11.46,13.46,18.75,6.61,19.2,849.86,0.15
Riyom,Highland,Groundnut,10.5,36.67,31.73,5.51,26.04,741.7,0.29
Riyom,Highland,Groundnut,11.6,11.25,19.45,6.45,19.99,545.16,0.67
Riyom,Highland,Groundnut,13.82,11.25,20.61,6.55,22.91,695.46,0.74
Riyom,Highland,Groundnut,13.45,19.27,18.75,7.12,21.57,643.97,0.15
Riyom,Highland,Groundnut,12.43,11.25,18.75,6.67,25.37,727.79,0.28
Riyom,Highland,Groundnut,7.5,15.99,28.23,6.03,19.63,832.15,0.15
Riyom,Highland,Groundnut,14.63,15.38,19.03,6.4,16.5,805.48,0.15
Riyom,Highland,Groundnut,11.85,11.29,30.62,5.91,23.94,584.6,1.12
Riyom,Highland,Groundnut,12.32,11.25,27.91,6.8,26.59,520.32,0.42
Riyom,Highland,Groundnut,7.5,15.53,19.01,5.95,25.08,875.0,0.23
Riyom,Highland,Groundnut,8.77,11.25,18.75,6.44,20.62,685.39,0.53
Riyom,Highland,Groundnut,13.24,11.25,18.75,5.31,18.82,764.24,0.48
Riyom,Highland,Groundnut,12.51,36.5,18.75,5.39,17.76,797.79,0.6
Riyom,Highland,Groundnut,12.45,35.32,22.51,6.67,20.08,652.31,0.15
Riyom,Highland,Groundnut,7.5,11.72,20.4,6.42,16.53,671.53,0.15
Riyom,Highland,Groundnut,9.91,14.49,21.64,5.23,21.59,808.68,0.69
Riyom,Highland,Groundnut,12.3,23.84,18.75,6.29,18.55,730.31,0.42
Riyom,Highland,Groundnut,21.05,21.17,18.75,5.7,20.59,745.98,0.79
Riyom,Highland,Groundnut,7.5,11.25,33.88,6.65,16.5,764.97,0.15
Riyom,Highland,Groundnut,7.5,13.49,18.75,5.96,18.49,875.0,0.3
Riyom,Highland,Groundnut,13.43,30.91,29.76,6.77,24.16,669.98,0.49
Riyom,Highland,Groundnut,7.58,11.25,23.66,5.44,27.47,864.02,0.32
Riyom,Highland,Groundnut,14.14,31.1,28.62,4.9,18.43,872.08,0.19
Riyom,Highland,Groundnut,11.13,40.59,22.11,6.49,22.5,665.37,0.31
Riyom,Highland,Groundnut,10.35,32.15,25.79,6.32,19.32,682.17,0.15
Riyom,Highland,Groundnut,7.5,11.25,18.75,5.22,23.1,875.0,0.48
Riyom,Highland,Groundnut,20.89,43.96,35.79,6.85,23.26,723.95,0.15
Riyom,Highland,Groundnut,19.19,34.36,32.37,7.23,23.31,375.0,0.99
Riyom,Highland,Groundnut,11.59,39.01,28.07,5.81,26.41,681.09,0.3
Riyom,Highland,Groundnut,12.0,33.17,28.0,5.85,17.18,779.82,0.15
Riyom,Highland,Groundnut,7.5,11.25,18.75,5.89,18.52,680.88,0.52
Riyom,Highland,Groundnut,17.17,22.33,32.95,6.15,22.26,689.77,0.57
Riyom,Highland,Groundnut,7.5,11.25,18.75,4.77,18.68,875.0,0.21
Riyom,Highland,Groundnut,7.5,11.25,18.75,6.17,16.5,875.0,0.15
Riyom,Highland,Groundnut,10.14,11.69,18.75,6.59,21.83,480.3,0.6
Riyom,Highland,Groundnut,11.28,44.18,32.3,6.6,21.97,609.27,0.25
Riyom,Highland,Groundnut,15.61,24.03,37.86,5.79,22.83,822.56,0.15
Riyom,Highland,Groundnut,18.44,27.23,31.1,6.69,21.25,749.52,0.15
Riyom,Highland,Groundnut,14.5,34.09,29.0,5.92,25.11,657.1,0.4
Riyom,Highland,Groundnut,14.44,14.94,24.57,5.39,20.34,845.33,0.15
Riyom,Highland,Pepper,147.75,30.07,70.27,7.73,13.5,1221.46,0.45
Riyom,Highland,Pepper,105.75,47.74,89.26,5.23,20.66,1292.89,1.05
Riyom,Highland,Pepper,186.2,20.62,84.74,6.82,13.5,1245.71,0.45
Riyom,Highland,Pepper,170.58,18.75,61.83,5.82,26.04,896.28,1.78
Riyom,Highland,Pepper,76.21,45.08,41.25,6.3,26.37,1143.76,0.45
Riyom,Highland,Pepper,124.22,52.35,107.43,7.15,29.66,972.7,0.86
Riyom,Highland,Pepper,154.42,49.62,121.26,5.87,16.01,923.83,0.98
Riyom,Highland,Pepper,198.02,33.23,110.5,5.22,22.53,925.83,2.43
Riyom,Highland,Pepper,164.61,18.75,41.25,6.18,20.28,852.95,1.25
Riyom,Highland,Pepper,168.3,52.97,88.49,6.45,15.17,1019.85,0.89
Riyom,Highland,Pepper,94.1,40.69,41.25,6.49,24.5,540.27,0.59
Riyom,Highland,Pepper,105.37,47.15,67.86,6.69,15.9,926.01,0.45
Riyom,Highland,Pepper,93.71,36.2,67.85,4.72,13.5,1562.5,0.46
Riyom,Highland,Pepper,130.97,32.74,54.69,6.55,27.15,547.31,1.65
Riyom,Highland,Pepper,129.9,18.75,59.41,7.0,22.79,839.99,0.64
Riyom,Highland,Pepper,168.28,37.97,125.0,5.36,17.68,1562.5,0.45
Riyom,Highland,Pepper,127.52,55.32,41.25,5.59,20.24,1406.22,0.45
Riyom,Highland,Pepper,130.7,29.95,77.38,5.47,18.64,1064.37,1.6
Riyom,Highland,Pepper,75.0,30.28,45.67,4.63,13.54,1147.12,1.2
Riyom,Highland,Pepper,146.66,18.75,55.25,4.53,20.41,1547.75,2.31
Riyom,Highland,Pepper,136.43,51.98,47.03,7.84,20.9,637.65,0.46
Riyom,Highland,Pepper,132.13,39.2,104.26,6.41,16.26,1058.23,1.14
Riyom,Highland,Pepper,75.73,18.75,57.37,6.6,22.96,1451.36,0.59
